Z1,Y,T
"(3.695, 4.042]","(1.393, 2.364]",0
"(2.656, 3.002]","(0.423, 1.393]",1
"(4.388, 4.735]","(1.393, 2.364]",0
"(3.002, 3.349]","(1.393, 2.364]",0
"(2.656, 3.002]","(0.423, 1.393]",1
"(1.963, 2.31]","(0.423, 1.393]",1
"(2.656, 3.002]","(-0.547, 0.423]",0
"(0.924, 1.27]","(3.334, 4.304]",1
"(2.31, 2.656]","(-0.547, 0.423]",0
"(3.002, 3.349]","(0.423, 1.393]",0
"(1.617, 1.963]","(-0.547, 0.423]",0
"(1.27, 1.617]","(-0.547, 0.423]",1
"(0.924, 1.27]","(4.304, 5.275]",1
"(1.963, 2.31]","(2.364, 3.334]",1
"(2.656, 3.002]","(1.393, 2.364]",1
"(3.349, 3.695]","(0.423, 1.393]",0
"(2.31, 2.656]","(-2.488, -1.518]",0
"(4.042, 4.388]","(0.423, 1.393]",0
"(3.695, 4.042]","(0.423, 1.393]",0
"(3.002, 3.349]","(0.423, 1.393]",0
"(4.042, 4.388]","(-0.547, 0.423]",0
"(3.002, 3.349]","(-1.518, -0.547]",0
"(2.656, 3.002]","(-1.518, -0.547]",0
"(4.735, 5.081]","(-0.547, 0.423]",0
"(2.656, 3.002]","(0.423, 1.393]",1
"(2.656, 3.002]","(1.393, 2.364]",0
"(2.31, 2.656]","(-0.547, 0.423]",0
"(3.002, 3.349]","(0.423, 1.393]",1
"(3.349, 3.695]","(0.423, 1.393]",0
"(0.924, 1.27]","(2.364, 3.334]",1
"(2.656, 3.002]","(1.393, 2.364]",1
"(4.388, 4.735]","(-1.518, -0.547]",0
"(4.042, 4.388]","(-0.547, 0.423]",0
"(2.656, 3.002]","(0.423, 1.393]",1
"(3.695, 4.042]","(3.334, 4.304]",1
"(2.656, 3.002]","(0.423, 1.393]",1
"(2.656, 3.002]","(0.423, 1.393]",0
"(3.695, 4.042]","(-0.547, 0.423]",0
"(2.31, 2.656]","(-1.518, -0.547]",0
"(2.656, 3.002]","(2.364, 3.334]",1
"(1.617, 1.963]","(-0.547, 0.423]",1
"(3.002, 3.349]","(-0.547, 0.423]",1
"(1.617, 1.963]","(-1.518, -0.547]",1
"(2.31, 2.656]","(-2.488, -1.518]",0
"(5.427, 5.774]","(1.393, 2.364]",0
"(2.656, 3.002]","(-1.518, -0.547]",1
"(1.27, 1.617]","(1.393, 2.364]",1
"(3.002, 3.349]","(1.393, 2.364]",1
"(3.349, 3.695]","(2.364, 3.334]",1
"(1.963, 2.31]","(-0.547, 0.423]",1
"(4.042, 4.388]","(0.423, 1.393]",0
"(1.617, 1.963]","(-1.518, -0.547]",0
"(5.081, 5.427]","(0.423, 1.393]",0
"(1.963, 2.31]","(1.393, 2.364]",1
"(3.695, 4.042]","(0.423, 1.393]",1
"(3.349, 3.695]","(-1.518, -0.547]",0
"(2.656, 3.002]","(4.304, 5.275]",1
"(3.695, 4.042]","(1.393, 2.364]",0
"(3.002, 3.349]","(-1.518, -0.547]",0
"(4.388, 4.735]","(-2.488, -1.518]",1
"(4.042, 4.388]","(-1.518, -0.547]",0
"(3.349, 3.695]","(-0.547, 0.423]",0
"(1.963, 2.31]","(-0.547, 0.423]",1
"(0.578, 0.924]","(0.423, 1.393]",1
"(3.349, 3.695]","(-0.547, 0.423]",0
"(3.349, 3.695]","(-0.547, 0.423]",0
"(4.388, 4.735]","(0.423, 1.393]",0
"(2.31, 2.656]","(0.423, 1.393]",0
"(3.002, 3.349]","(-0.547, 0.423]",1
"(1.617, 1.963]","(-0.547, 0.423]",1
"(4.042, 4.388]","(0.423, 1.393]",0
"(1.963, 2.31]","(-0.547, 0.423]",0
"(3.002, 3.349]","(-0.547, 0.423]",1
"(1.963, 2.31]","(0.423, 1.393]",0
"(3.002, 3.349]","(-2.488, -1.518]",1
"(3.002, 3.349]","(-1.518, -0.547]",0
"(3.002, 3.349]","(-0.547, 0.423]",0
"(2.656, 3.002]","(1.393, 2.364]",1
"(4.735, 5.081]","(-0.547, 0.423]",0
"(3.002, 3.349]","(1.393, 2.364]",0
"(1.27, 1.617]","(4.304, 5.275]",1
"(2.31, 2.656]","(1.393, 2.364]",1
"(4.042, 4.388]","(0.423, 1.393]",0
"(4.042, 4.388]","(-0.547, 0.423]",0
"(2.656, 3.002]","(-0.547, 0.423]",0
"(3.695, 4.042]","(-0.547, 0.423]",0
"(4.042, 4.388]","(0.423, 1.393]",1
"(3.349, 3.695]","(0.423, 1.393]",0
"(3.695, 4.042]","(-0.547, 0.423]",0
"(3.349, 3.695]","(0.423, 1.393]",1
"(3.695, 4.042]","(1.393, 2.364]",0
"(2.656, 3.002]","(1.393, 2.364]",1
"(2.31, 2.656]","(-0.547, 0.423]",0
"(3.349, 3.695]","(0.423, 1.393]",0
"(0.924, 1.27]","(0.423, 1.393]",1
"(3.349, 3.695]","(-0.547, 0.423]",0
"(1.27, 1.617]","(0.423, 1.393]",1
"(2.31, 2.656]","(-0.547, 0.423]",0
"(3.002, 3.349]","(0.423, 1.393]",1
"(3.695, 4.042]","(-1.518, -0.547]",0
"(5.081, 5.427]","(2.364, 3.334]",0
"(1.27, 1.617]","(0.423, 1.393]",0
"(1.617, 1.963]","(-0.547, 0.423]",1
"(2.656, 3.002]","(-0.547, 0.423]",0
"(1.963, 2.31]","(2.364, 3.334]",1
"(3.002, 3.349]","(0.423, 1.393]",0
"(4.042, 4.388]","(0.423, 1.393]",0
"(3.349, 3.695]","(-0.547, 0.423]",0
"(3.002, 3.349]","(-0.547, 0.423]",0
"(3.695, 4.042]","(2.364, 3.334]",0
"(1.963, 2.31]","(-0.547, 0.423]",1
"(2.656, 3.002]","(0.423, 1.393]",1
"(1.963, 2.31]","(0.423, 1.393]",0
"(3.002, 3.349]","(1.393, 2.364]",0
"(2.656, 3.002]","(3.334, 4.304]",1
"(3.349, 3.695]","(-1.518, -0.547]",0
"(2.656, 3.002]","(0.423, 1.393]",1
"(2.656, 3.002]","(-0.547, 0.423]",1
"(1.963, 2.31]","(-0.547, 0.423]",0
"(4.042, 4.388]","(-0.547, 0.423]",0
"(2.656, 3.002]","(-1.518, -0.547]",0
"(3.695, 4.042]","(0.423, 1.393]",0
"(3.695, 4.042]","(-0.547, 0.423]",0
"(4.388, 4.735]","(1.393, 2.364]",0
"(2.656, 3.002]","(0.423, 1.393]",1
"(4.042, 4.388]","(-0.547, 0.423]",0
"(4.042, 4.388]","(0.423, 1.393]",0
"(2.656, 3.002]","(0.423, 1.393]",0
"(3.002, 3.349]","(0.423, 1.393]",0
"(4.042, 4.388]","(0.423, 1.393]",0
"(4.388, 4.735]","(0.423, 1.393]",0
"(0.578, 0.924]","(0.423, 1.393]",1
"(4.388, 4.735]","(0.423, 1.393]",0
"(1.617, 1.963]","(0.423, 1.393]",1
"(2.31, 2.656]","(1.393, 2.364]",1
"(3.002, 3.349]","(0.423, 1.393]",1
"(2.31, 2.656]","(0.423, 1.393]",0
"(3.002, 3.349]","(-0.547, 0.423]",1
"(2.656, 3.002]","(-0.547, 0.423]",0
"(1.963, 2.31]","(-0.547, 0.423]",0
"(3.002, 3.349]","(0.423, 1.393]",1
"(2.31, 2.656]","(0.423, 1.393]",1
"(2.31, 2.656]","(0.423, 1.393]",0
"(2.656, 3.002]","(-1.518, -0.547]",0
"(3.002, 3.349]","(1.393, 2.364]",1
"(3.695, 4.042]","(2.364, 3.334]",0
"(3.002, 3.349]","(0.423, 1.393]",0
"(3.695, 4.042]","(-1.518, -0.547]",0
"(4.042, 4.388]","(-0.547, 0.423]",0
"(3.002, 3.349]","(3.334, 4.304]",1
"(1.963, 2.31]","(1.393, 2.364]",1
"(1.27, 1.617]","(0.423, 1.393]",1
"(4.042, 4.388]","(0.423, 1.393]",1
"(1.963, 2.31]","(1.393, 2.364]",1
"(3.695, 4.042]","(-0.547, 0.423]",1
"(2.656, 3.002]","(6.245, 7.215]",1
"(3.002, 3.349]","(-1.518, -0.547]",0
"(3.002, 3.349]","(0.423, 1.393]",0
"(2.31, 2.656]","(0.423, 1.393]",1
"(3.349, 3.695]","(0.423, 1.393]",1
"(2.31, 2.656]","(0.423, 1.393]",1
"(3.695, 4.042]","(-1.518, -0.547]",0
"(3.349, 3.695]","(0.423, 1.393]",0
"(2.31, 2.656]","(4.304, 5.275]",1
"(1.617, 1.963]","(1.393, 2.364]",1
"(1.27, 1.617]","(-0.547, 0.423]",1
"(0.578, 0.924]","(-0.547, 0.423]",1
"(4.388, 4.735]","(-0.547, 0.423]",1
"(2.656, 3.002]","(-1.518, -0.547]",0
"(4.042, 4.388]","(2.364, 3.334]",1
"(1.27, 1.617]","(0.423, 1.393]",1
"(2.656, 3.002]","(-0.547, 0.423]",0
"(2.31, 2.656]","(2.364, 3.334]",1
"(2.656, 3.002]","(-0.547, 0.423]",0
"(2.656, 3.002]","(1.393, 2.364]",1
"(4.042, 4.388]","(-0.547, 0.423]",0
"(4.042, 4.388]","(-0.547, 0.423]",0
"(1.617, 1.963]","(1.393, 2.364]",1
"(3.002, 3.349]","(2.364, 3.334]",1
"(3.349, 3.695]","(0.423, 1.393]",0
"(3.349, 3.695]","(5.275, 6.245]",1
"(4.735, 5.081]","(1.393, 2.364]",0
"(4.042, 4.388]","(-0.547, 0.423]",0
"(3.002, 3.349]","(1.393, 2.364]",1
"(2.656, 3.002]","(0.423, 1.393]",0
"(1.963, 2.31]","(1.393, 2.364]",1
"(1.963, 2.31]","(0.423, 1.393]",0
"(3.349, 3.695]","(0.423, 1.393]",0
"(3.002, 3.349]","(0.423, 1.393]",0
"(4.388, 4.735]","(-2.488, -1.518]",0
"(3.002, 3.349]","(-0.547, 0.423]",1
"(3.349, 3.695]","(-0.547, 0.423]",0
"(3.695, 4.042]","(0.423, 1.393]",0
"(2.656, 3.002]","(-0.547, 0.423]",0
"(1.617, 1.963]","(-0.547, 0.423]",0
"(3.349, 3.695]","(-0.547, 0.423]",0
"(3.349, 3.695]","(1.393, 2.364]",0
"(3.695, 4.042]","(0.423, 1.393]",0
"(3.695, 4.042]","(0.423, 1.393]",0
"(2.31, 2.656]","(-0.547, 0.423]",1
"(1.617, 1.963]","(1.393, 2.364]",1
"(1.963, 2.31]","(0.423, 1.393]",0
"(1.617, 1.963]","(0.423, 1.393]",1
"(1.617, 1.963]","(0.423, 1.393]",0
"(2.656, 3.002]","(2.364, 3.334]",1
"(2.31, 2.656]","(4.304, 5.275]",1
"(1.963, 2.31]","(0.423, 1.393]",1
"(4.042, 4.388]","(2.364, 3.334]",0
"(3.349, 3.695]","(2.364, 3.334]",0
"(3.695, 4.042]","(2.364, 3.334]",0
"(0.924, 1.27]","(-1.518, -0.547]",1
"(4.042, 4.388]","(2.364, 3.334]",0
"(2.656, 3.002]","(-1.518, -0.547]",0
"(3.695, 4.042]","(-0.547, 0.423]",0
"(3.695, 4.042]","(1.393, 2.364]",0
"(1.963, 2.31]","(-1.518, -0.547]",0
"(3.349, 3.695]","(-0.547, 0.423]",1
"(4.042, 4.388]","(-0.547, 0.423]",0
"(3.002, 3.349]","(0.423, 1.393]",1
"(1.963, 2.31]","(0.423, 1.393]",1
"(2.31, 2.656]","(-0.547, 0.423]",1
"(4.042, 4.388]","(-1.518, -0.547]",0
"(3.002, 3.349]","(4.304, 5.275]",1
"(3.695, 4.042]","(-0.547, 0.423]",0
"(4.042, 4.388]","(-0.547, 0.423]",0
"(2.656, 3.002]","(-0.547, 0.423]",0
"(2.31, 2.656]","(0.423, 1.393]",1
"(2.656, 3.002]","(3.334, 4.304]",1
"(2.656, 3.002]","(-0.547, 0.423]",0
"(1.963, 2.31]","(0.423, 1.393]",1
"(4.735, 5.081]","(-1.518, -0.547]",0
"(4.388, 4.735]","(1.393, 2.364]",0
"(4.042, 4.388]","(1.393, 2.364]",0
"(3.349, 3.695]","(-0.547, 0.423]",0
"(3.349, 3.695]","(-0.547, 0.423]",0
"(4.042, 4.388]","(-0.547, 0.423]",0
"(0.924, 1.27]","(1.393, 2.364]",1
"(2.656, 3.002]","(-0.547, 0.423]",0
"(3.002, 3.349]","(0.423, 1.393]",1
"(1.617, 1.963]","(-1.518, -0.547]",0
"(2.656, 3.002]","(4.304, 5.275]",1
"(2.656, 3.002]","(-1.518, -0.547]",0
"(3.002, 3.349]","(1.393, 2.364]",1
"(3.695, 4.042]","(-0.547, 0.423]",0
"(1.963, 2.31]","(3.334, 4.304]",1
"(0.578, 0.924]","(1.393, 2.364]",1
"(2.656, 3.002]","(2.364, 3.334]",1
"(1.27, 1.617]","(-0.547, 0.423]",1
"(2.656, 3.002]","(0.423, 1.393]",0
"(2.656, 3.002]","(-0.547, 0.423]",0
"(1.963, 2.31]","(1.393, 2.364]",1
"(2.656, 3.002]","(1.393, 2.364]",1
"(2.31, 2.656]","(-1.518, -0.547]",0
"(2.31, 2.656]","(4.304, 5.275]",1
"(1.27, 1.617]","(1.393, 2.364]",1
"(5.081, 5.427]","(0.423, 1.393]",0
"(2.31, 2.656]","(0.423, 1.393]",0
"(1.617, 1.963]","(-0.547, 0.423]",0
"(1.617, 1.963]","(0.423, 1.393]",1
"(3.695, 4.042]","(1.393, 2.364]",0
"(2.656, 3.002]","(0.423, 1.393]",1
"(2.656, 3.002]","(-0.547, 0.423]",1
"(3.349, 3.695]","(0.423, 1.393]",1
"(1.617, 1.963]","(2.364, 3.334]",1
"(2.656, 3.002]","(0.423, 1.393]",1
"(3.002, 3.349]","(1.393, 2.364]",0
"(3.349, 3.695]","(1.393, 2.364]",1
"(1.27, 1.617]","(-0.547, 0.423]",1
"(4.042, 4.388]","(-0.547, 0.423]",0
"(2.31, 2.656]","(0.423, 1.393]",0
"(1.617, 1.963]","(1.393, 2.364]",1
"(3.002, 3.349]","(-0.547, 0.423]",0
"(0.924, 1.27]","(1.393, 2.364]",1
"(2.656, 3.002]","(-0.547, 0.423]",1
"(1.27, 1.617]","(0.423, 1.393]",1
"(3.695, 4.042]","(-0.547, 0.423]",0
"(2.656, 3.002]","(3.334, 4.304]",1
"(3.002, 3.349]","(2.364, 3.334]",1
"(-0.122, 0.231]","(-0.547, 0.423]",1
"(1.617, 1.963]","(1.393, 2.364]",1
"(3.349, 3.695]","(2.364, 3.334]",0
"(3.349, 3.695]","(7.215, 8.186]",1
"(2.31, 2.656]","(-0.547, 0.423]",1
"(1.963, 2.31]","(0.423, 1.393]",1
"(4.388, 4.735]","(0.423, 1.393]",0
"(2.656, 3.002]","(1.393, 2.364]",1
"(3.349, 3.695]","(-1.518, -0.547]",1
"(1.963, 2.31]","(-0.547, 0.423]",1
"(2.31, 2.656]","(0.423, 1.393]",1
"(2.656, 3.002]","(0.423, 1.393]",0
"(2.31, 2.656]","(-0.547, 0.423]",1
"(1.617, 1.963]","(-0.547, 0.423]",0
"(3.695, 4.042]","(-0.547, 0.423]",0
"(2.656, 3.002]","(-0.547, 0.423]",0
"(4.042, 4.388]","(-0.547, 0.423]",0
"(1.617, 1.963]","(1.393, 2.364]",1
"(3.349, 3.695]","(-1.518, -0.547]",0
"(3.695, 4.042]","(1.393, 2.364]",0
"(2.656, 3.002]","(1.393, 2.364]",0
"(2.31, 2.656]","(1.393, 2.364]",1
"(1.617, 1.963]","(1.393, 2.364]",0
"(3.002, 3.349]","(2.364, 3.334]",1
"(2.31, 2.656]","(0.423, 1.393]",1
"(0.578, 0.924]","(-0.547, 0.423]",1
"(1.963, 2.31]","(-1.518, -0.547]",1
"(3.002, 3.349]","(-0.547, 0.423]",0
"(1.617, 1.963]","(0.423, 1.393]",1
"(2.656, 3.002]","(-1.518, -0.547]",0
"(3.349, 3.695]","(0.423, 1.393]",1
"(1.617, 1.963]","(0.423, 1.393]",1
"(3.349, 3.695]","(-1.518, -0.547]",0
"(3.349, 3.695]","(1.393, 2.364]",1
"(2.656, 3.002]","(1.393, 2.364]",0
"(3.002, 3.349]","(-1.518, -0.547]",0
"(2.31, 2.656]","(2.364, 3.334]",1
"(4.042, 4.388]","(-1.518, -0.547]",0
"(4.388, 4.735]","(1.393, 2.364]",0
"(3.695, 4.042]","(-0.547, 0.423]",0
"(2.656, 3.002]","(1.393, 2.364]",0
"(2.656, 3.002]","(0.423, 1.393]",1
"(0.231, 0.578]","(-0.547, 0.423]",1
"(4.388, 4.735]","(0.423, 1.393]",0
"(3.002, 3.349]","(0.423, 1.393]",0
"(2.31, 2.656]","(1.393, 2.364]",0
"(3.002, 3.349]","(-0.547, 0.423]",1
"(2.656, 3.002]","(3.334, 4.304]",1
"(3.695, 4.042]","(0.423, 1.393]",0
"(2.656, 3.002]","(3.334, 4.304]",0
"(2.31, 2.656]","(1.393, 2.364]",1
"(2.31, 2.656]","(2.364, 3.334]",0
"(5.427, 5.774]","(1.393, 2.364]",0
"(4.042, 4.388]","(1.393, 2.364]",0
"(2.656, 3.002]","(-1.518, -0.547]",0
"(3.349, 3.695]","(2.364, 3.334]",1
"(3.695, 4.042]","(1.393, 2.364]",0
"(2.31, 2.656]","(1.393, 2.364]",1
"(3.695, 4.042]","(-0.547, 0.423]",0
"(3.695, 4.042]","(0.423, 1.393]",0
"(5.081, 5.427]","(-0.547, 0.423]",0
"(3.349, 3.695]","(-3.478, -2.488]",0
"(2.656, 3.002]","(3.334, 4.304]",1
"(1.617, 1.963]","(-0.547, 0.423]",1
"(1.963, 2.31]","(0.423, 1.393]",0
"(1.963, 2.31]","(0.423, 1.393]",1
"(0.578, 0.924]","(0.423, 1.393]",1
"(3.695, 4.042]","(0.423, 1.393]",0
"(3.349, 3.695]","(1.393, 2.364]",1
"(1.27, 1.617]","(-0.547, 0.423]",1
"(0.231, 0.578]","(-1.518, -0.547]",1
"(3.002, 3.349]","(0.423, 1.393]",0
"(3.349, 3.695]","(0.423, 1.393]",1
"(2.656, 3.002]","(2.364, 3.334]",1
"(2.656, 3.002]","(-1.518, -0.547]",1
"(1.963, 2.31]","(1.393, 2.364]",0
"(1.963, 2.31]","(1.393, 2.364]",1
"(2.656, 3.002]","(-0.547, 0.423]",0
"(2.656, 3.002]","(-1.518, -0.547]",0
"(2.31, 2.656]","(0.423, 1.393]",1
"(2.656, 3.002]","(-1.518, -0.547]",1
"(1.617, 1.963]","(0.423, 1.393]",0
"(2.656, 3.002]","(1.393, 2.364]",0
"(2.31, 2.656]","(-0.547, 0.423]",0
"(2.656, 3.002]","(-0.547, 0.423]",0
"(2.31, 2.656]","(1.393, 2.364]",1
"(3.695, 4.042]","(0.423, 1.393]",0
"(4.042, 4.388]","(1.393, 2.364]",0
"(2.656, 3.002]","(1.393, 2.364]",0
"(2.656, 3.002]","(1.393, 2.364]",0
"(2.656, 3.002]","(0.423, 1.393]",1
"(4.042, 4.388]","(0.423, 1.393]",0
"(3.349, 3.695]","(-0.547, 0.423]",0
"(3.695, 4.042]","(-0.547, 0.423]",0
"(4.042, 4.388]","(0.423, 1.393]",0
"(4.042, 4.388]","(0.423, 1.393]",0
"(1.617, 1.963]","(0.423, 1.393]",1
"(3.695, 4.042]","(-1.518, -0.547]",0
"(3.695, 4.042]","(2.364, 3.334]",1
"(3.349, 3.695]","(0.423, 1.393]",1
"(1.963, 2.31]","(-1.518, -0.547]",1
"(0.924, 1.27]","(0.423, 1.393]",1
"(4.735, 5.081]","(0.423, 1.393]",0
"(2.31, 2.656]","(0.423, 1.393]",1
"(3.002, 3.349]","(-0.547, 0.423]",0
"(1.617, 1.963]","(1.393, 2.364]",0
"(4.735, 5.081]","(-0.547, 0.423]",0
"(1.27, 1.617]","(0.423, 1.393]",1
"(2.31, 2.656]","(1.393, 2.364]",1
"(1.27, 1.617]","(-0.547, 0.423]",1
"(3.695, 4.042]","(1.393, 2.364]",0
"(2.31, 2.656]","(0.423, 1.393]",1
"(3.002, 3.349]","(-1.518, -0.547]",0
"(2.656, 3.002]","(-1.518, -0.547]",1
"(3.349, 3.695]","(0.423, 1.393]",0
"(1.617, 1.963]","(0.423, 1.393]",0
"(0.231, 0.578]","(-0.547, 0.423]",1
"(1.27, 1.617]","(4.304, 5.275]",1
"(4.388, 4.735]","(0.423, 1.393]",0
"(3.002, 3.349]","(2.364, 3.334]",1
"(3.695, 4.042]","(-0.547, 0.423]",0
"(3.695, 4.042]","(2.364, 3.334]",1
"(4.735, 5.081]","(1.393, 2.364]",0
"(1.963, 2.31]","(-0.547, 0.423]",0
"(3.695, 4.042]","(1.393, 2.364]",0
"(3.002, 3.349]","(-0.547, 0.423]",0
"(1.27, 1.617]","(0.423, 1.393]",1
"(0.578, 0.924]","(0.423, 1.393]",1
"(4.735, 5.081]","(0.423, 1.393]",0
"(2.31, 2.656]","(4.304, 5.275]",1
"(2.656, 3.002]","(7.215, 8.186]",1
"(3.002, 3.349]","(0.423, 1.393]",1
"(2.656, 3.002]","(1.393, 2.364]",1
"(2.31, 2.656]","(0.423, 1.393]",1
"(3.349, 3.695]","(0.423, 1.393]",0
"(3.002, 3.349]","(0.423, 1.393]",1
"(1.617, 1.963]","(1.393, 2.364]",1
"(1.27, 1.617]","(1.393, 2.364]",1
"(2.656, 3.002]","(0.423, 1.393]",0
"(3.002, 3.349]","(-0.547, 0.423]",1
"(3.002, 3.349]","(0.423, 1.393]",0
"(0.924, 1.27]","(0.423, 1.393]",1
"(3.349, 3.695]","(-1.518, -0.547]",0
"(4.388, 4.735]","(-0.547, 0.423]",0
"(4.042, 4.388]","(1.393, 2.364]",0
"(2.31, 2.656]","(1.393, 2.364]",1
"(3.349, 3.695]","(0.423, 1.393]",0
"(1.963, 2.31]","(1.393, 2.364]",1
"(3.349, 3.695]","(-0.547, 0.423]",1
"(4.042, 4.388]","(-1.518, -0.547]",0
"(3.002, 3.349]","(-0.547, 0.423]",1
"(3.002, 3.349]","(5.275, 6.245]",1
"(3.349, 3.695]","(-0.547, 0.423]",0
"(3.349, 3.695]","(0.423, 1.393]",1
"(3.695, 4.042]","(-0.547, 0.423]",1
"(4.042, 4.388]","(1.393, 2.364]",1
"(2.656, 3.002]","(0.423, 1.393]",1
"(2.656, 3.002]","(-0.547, 0.423]",1
"(3.002, 3.349]","(0.423, 1.393]",1
"(4.042, 4.388]","(-1.518, -0.547]",1
"(1.963, 2.31]","(-1.518, -0.547]",0
"(3.349, 3.695]","(0.423, 1.393]",0
"(2.31, 2.656]","(-2.488, -1.518]",0
"(4.042, 4.388]","(-0.547, 0.423]",0
"(1.27, 1.617]","(0.423, 1.393]",1
"(5.427, 5.774]","(0.423, 1.393]",0
"(4.735, 5.081]","(-0.547, 0.423]",0
"(1.963, 2.31]","(2.364, 3.334]",1
"(1.617, 1.963]","(0.423, 1.393]",1
"(4.042, 4.388]","(-0.547, 0.423]",1
"(1.617, 1.963]","(0.423, 1.393]",0
"(2.31, 2.656]","(-0.547, 0.423]",0
"(1.963, 2.31]","(0.423, 1.393]",0
"(1.963, 2.31]","(-1.518, -0.547]",0
"(0.578, 0.924]","(1.393, 2.364]",1
"(3.002, 3.349]","(1.393, 2.364]",1
"(3.695, 4.042]","(1.393, 2.364]",0
"(4.042, 4.388]","(-0.547, 0.423]",0
"(2.656, 3.002]","(-0.547, 0.423]",0
"(4.042, 4.388]","(-0.547, 0.423]",0
"(2.31, 2.656]","(-0.547, 0.423]",1
"(2.656, 3.002]","(-0.547, 0.423]",0
"(1.27, 1.617]","(-0.547, 0.423]",1
"(3.349, 3.695]","(2.364, 3.334]",1
"(3.002, 3.349]","(1.393, 2.364]",1
"(1.617, 1.963]","(-0.547, 0.423]",1
"(2.656, 3.002]","(0.423, 1.393]",0
"(2.656, 3.002]","(-0.547, 0.423]",0
"(2.656, 3.002]","(0.423, 1.393]",0
"(3.349, 3.695]","(3.334, 4.304]",1
"(1.963, 2.31]","(1.393, 2.364]",1
"(2.31, 2.656]","(-0.547, 0.423]",0
"(2.31, 2.656]","(1.393, 2.364]",1
"(3.695, 4.042]","(8.186, 9.156]",1
"(3.002, 3.349]","(1.393, 2.364]",1
"(2.656, 3.002]","(1.393, 2.364]",1
"(2.31, 2.656]","(0.423, 1.393]",0
"(1.27, 1.617]","(2.364, 3.334]",1
"(1.963, 2.31]","(3.334, 4.304]",1
"(4.388, 4.735]","(1.393, 2.364]",0
"(2.31, 2.656]","(-1.518, -0.547]",0
"(3.349, 3.695]","(4.304, 5.275]",1
"(3.349, 3.695]","(3.334, 4.304]",1
