Z1,Y,T
"(2.53, 2.648]","(3.073, 4.074]",1
"(4.413, 4.808]","(1.082, 1.213]",0
"(3.61, 3.728]","(1.936, 2.194]",1
"(4.216, 4.413]","(-0.886, -0.607]",0
"(3.384, 3.495]","(-0.886, -0.607]",0
"(2.416, 2.53]","(-3.459, -1.293]",0
"(2.314, 2.416]","(1.936, 2.194]",1
"(2.314, 2.416]","(1.213, 1.341]",0
"(4.026, 4.216]","(2.489, 3.073]",1
"(3.86, 4.026]","(-1.293, -0.886]",0
"(4.808, 6.813]","(-3.459, -1.293]",0
"(3.384, 3.495]","(0.205, 0.326]",1
"(4.808, 6.813]","(0.679, 0.796]",0
"(2.018, 2.185]","(4.074, 15.948]",1
"(3.728, 3.86]","(0.679, 0.796]",0
"(2.018, 2.185]","(0.796, 0.943]",1
"(2.314, 2.416]","(2.194, 2.489]",1
"(2.867, 2.962]","(2.489, 3.073]",0
"(-0.116, 1.173]","(2.194, 2.489]",1
"(3.072, 3.177]","(2.194, 2.489]",1
"(4.808, 6.813]","(-0.383, -0.199]",0
"(2.53, 2.648]","(2.489, 3.073]",1
"(3.384, 3.495]","(0.326, 0.448]",0
"(2.53, 2.648]","(0.101, 0.205]",1
"(-0.116, 1.173]","(2.489, 3.073]",1
"(2.761, 2.867]","(2.489, 3.073]",1
"(1.853, 2.018]","(1.711, 1.936]",0
"(3.072, 3.177]","(0.101, 0.205]",0
"(3.61, 3.728]","(1.51, 1.711]",0
"(2.761, 2.867]","(1.213, 1.341]",1
"(4.413, 4.808]","(1.51, 1.711]",0
"(2.962, 3.072]","(2.194, 2.489]",0
"(2.761, 2.867]","(0.943, 1.082]",1
"(2.018, 2.185]","(0.448, 0.567]",1
"(2.761, 2.867]","(0.326, 0.448]",0
"(-0.116, 1.173]","(3.073, 4.074]",1
"(2.416, 2.53]","(0.101, 0.205]",0
"(3.177, 3.28]","(0.796, 0.943]",0
"(1.853, 2.018]","(-0.607, -0.383]",0
"(1.173, 1.566]","(-0.199, -0.0577]",1
"(1.173, 1.566]","(4.074, 15.948]",1
"(2.018, 2.185]","(2.194, 2.489]",1
"(2.761, 2.867]","(1.341, 1.51]",1
"(3.495, 3.61]","(1.082, 1.213]",0
"(2.185, 2.314]","(-3.459, -1.293]",0
"(4.216, 4.413]","(0.567, 0.679]",0
"(3.728, 3.86]","(0.796, 0.943]",0
"(3.177, 3.28]","(0.567, 0.679]",0
"(4.026, 4.216]","(0.326, 0.448]",0
"(2.962, 3.072]","(-1.293, -0.886]",0
"(2.648, 2.761]","(-1.293, -0.886]",0
"(4.413, 4.808]","(0.205, 0.326]",0
"(2.648, 2.761]","(0.943, 1.082]",1
"(2.761, 2.867]","(1.51, 1.711]",0
"(2.53, 2.648]","(-0.0577, 0.101]",0
"(3.177, 3.28]","(1.082, 1.213]",1
"(3.495, 3.61]","(0.567, 0.679]",0
"(-0.116, 1.173]","(2.489, 3.073]",1
"(2.867, 2.962]","(1.711, 1.936]",1
"(4.413, 4.808]","(-3.459, -1.293]",0
"(4.026, 4.216]","(0.326, 0.448]",0
"(2.761, 2.867]","(1.082, 1.213]",1
"(3.86, 4.026]","(4.074, 15.948]",1
"(2.867, 2.962]","(1.213, 1.341]",1
"(2.761, 2.867]","(0.679, 0.796]",0
"(3.86, 4.026]","(-0.0577, 0.101]",0
"(2.648, 2.761]","(-0.607, -0.383]",0
"(2.648, 2.761]","(3.073, 4.074]",1
"(1.853, 2.018]","(0.205, 0.326]",1
"(3.28, 3.384]","(-0.199, -0.0577]",1
"(1.853, 2.018]","(-1.293, -0.886]",1
"(2.53, 2.648]","(-3.459, -1.293]",0
"(4.808, 6.813]","(2.194, 2.489]",0
"(2.962, 3.072]","(-1.293, -0.886]",1
"(1.566, 1.853]","(1.341, 1.51]",1
"(3.177, 3.28]","(1.51, 1.711]",1
"(3.384, 3.495]","(3.073, 4.074]",1
"(2.018, 2.185]","(0.205, 0.326]",1
"(4.026, 4.216]","(0.567, 0.679]",0
"(1.566, 1.853]","(-1.293, -0.886]",0
"(4.808, 6.813]","(0.679, 0.796]",0
"(2.018, 2.185]","(1.51, 1.711]",1
"(3.61, 3.728]","(0.448, 0.567]",1
"(3.495, 3.61]","(-1.293, -0.886]",0
"(2.761, 2.867]","(4.074, 15.948]",1
"(4.026, 4.216]","(2.194, 2.489]",0
"(3.28, 3.384]","(-1.293, -0.886]",0
"(4.413, 4.808]","(-3.459, -1.293]",1
"(4.026, 4.216]","(-0.886, -0.607]",0
"(3.61, 3.728]","(0.326, 0.448]",0
"(2.185, 2.314]","(0.101, 0.205]",1
"(-0.116, 1.173]","(1.213, 1.341]",1
"(3.384, 3.495]","(-0.383, -0.199]",0
"(3.495, 3.61]","(-0.0577, 0.101]",0
"(4.413, 4.808]","(0.567, 0.679]",0
"(2.416, 2.53]","(0.943, 1.082]",0
"(3.072, 3.177]","(0.205, 0.326]",1
"(1.566, 1.853]","(0.101, 0.205]",1
"(4.026, 4.216]","(1.082, 1.213]",0
"(2.018, 2.185]","(0.205, 0.326]",0
"(3.072, 3.177]","(0.101, 0.205]",1
"(1.853, 2.018]","(0.448, 0.567]",0
"(2.962, 3.072]","(-3.459, -1.293]",1
"(3.28, 3.384]","(-1.293, -0.886]",0
"(3.072, 3.177]","(0.205, 0.326]",0
"(2.867, 2.962]","(1.711, 1.936]",1
"(4.808, 6.813]","(0.101, 0.205]",0
"(3.072, 3.177]","(1.711, 1.936]",0
"(1.173, 1.566]","(4.074, 15.948]",1
"(2.314, 2.416]","(1.341, 1.51]",1
"(4.216, 4.413]","(1.082, 1.213]",0
"(4.026, 4.216]","(0.205, 0.326]",0
"(2.867, 2.962]","(-0.607, -0.383]",0
"(3.86, 4.026]","(-0.199, -0.0577]",0
"(4.216, 4.413]","(0.567, 0.679]",1
"(3.61, 3.728]","(0.448, 0.567]",0
"(3.86, 4.026]","(0.326, 0.448]",0
"(3.384, 3.495]","(1.082, 1.213]",1
"(3.728, 3.86]","(1.711, 1.936]",0
"(2.867, 2.962]","(2.194, 2.489]",1
"(2.53, 2.648]","(0.205, 0.326]",0
"(3.61, 3.728]","(0.943, 1.082]",0
"(-0.116, 1.173]","(0.448, 0.567]",1
"(3.28, 3.384]","(-0.0577, 0.101]",0
"(1.173, 1.566]","(1.213, 1.341]",1
"(2.416, 2.53]","(-0.199, -0.0577]",0
"(2.962, 3.072]","(0.448, 0.567]",1
"(3.728, 3.86]","(-0.886, -0.607]",0
"(4.808, 6.813]","(2.194, 2.489]",0
"(1.173, 1.566]","(0.448, 0.567]",0
"(1.566, 1.853]","(0.205, 0.326]",1
"(2.648, 2.761]","(-0.199, -0.0577]",0
"(2.018, 2.185]","(2.489, 3.073]",1
"(3.177, 3.28]","(0.796, 0.943]",0
"(4.026, 4.216]","(0.943, 1.082]",0
"(3.384, 3.495]","(0.101, 0.205]",0
"(3.28, 3.384]","(-0.199, -0.0577]",0
"(3.86, 4.026]","(2.194, 2.489]",0
"(2.018, 2.185]","(0.101, 0.205]",1
"(2.648, 2.761]","(0.943, 1.082]",1
"(2.185, 2.314]","(0.448, 0.567]",0
"(3.28, 3.384]","(1.936, 2.194]",0
"(2.648, 2.761]","(3.073, 4.074]",1
"(3.495, 3.61]","(-1.293, -0.886]",0
"(2.761, 2.867]","(1.341, 1.51]",1
"(2.648, 2.761]","(-0.199, -0.0577]",1
"(2.185, 2.314]","(0.101, 0.205]",0
"(4.026, 4.216]","(0.101, 0.205]",0
"(2.962, 3.072]","(-0.886, -0.607]",0
"(3.728, 3.86]","(1.082, 1.213]",0
"(3.86, 4.026]","(0.205, 0.326]",0
"(4.413, 4.808]","(1.936, 2.194]",0
"(2.648, 2.761]","(0.796, 0.943]",1
"(4.216, 4.413]","(-0.607, -0.383]",0
"(4.216, 4.413]","(0.943, 1.082]",0
"(2.761, 2.867]","(1.213, 1.341]",0
"(3.072, 3.177]","(0.567, 0.679]",0
"(4.026, 4.216]","(1.082, 1.213]",0
"(4.413, 4.808]","(0.567, 0.679]",0
"(-0.116, 1.173]","(1.082, 1.213]",1
"(4.413, 4.808]","(0.796, 0.943]",0
"(1.566, 1.853]","(0.567, 0.679]",1
"(2.314, 2.416]","(1.341, 1.51]",1
"(2.962, 3.072]","(0.796, 0.943]",1
"(2.416, 2.53]","(0.679, 0.796]",0
"(3.072, 3.177]","(0.205, 0.326]",1
"(2.761, 2.867]","(0.205, 0.326]",0
"(2.185, 2.314]","(-0.607, -0.383]",0
"(3.28, 3.384]","(0.448, 0.567]",1
"(2.53, 2.648]","(0.943, 1.082]",1
"(2.314, 2.416]","(0.679, 0.796]",0
"(2.648, 2.761]","(-1.293, -0.886]",0
"(3.177, 3.28]","(1.51, 1.711]",1
"(3.86, 4.026]","(2.489, 3.073]",0
"(3.177, 3.28]","(0.796, 0.943]",0
"(3.86, 4.026]","(-0.886, -0.607]",0
"(4.026, 4.216]","(0.205, 0.326]",0
"(2.962, 3.072]","(3.073, 4.074]",1
"(1.853, 2.018]","(2.194, 2.489]",1
"(1.173, 1.566]","(0.796, 0.943]",1
"(4.216, 4.413]","(1.082, 1.213]",1
"(2.185, 2.314]","(2.194, 2.489]",1
"(3.728, 3.86]","(0.101, 0.205]",1
"(2.761, 2.867]","(4.074, 15.948]",1
"(3.072, 3.177]","(-3.459, -1.293]",0
"(2.962, 3.072]","(0.679, 0.796]",0
"(2.314, 2.416]","(0.679, 0.796]",1
"(3.384, 3.495]","(0.448, 0.567]",1
"(2.314, 2.416]","(0.448, 0.567]",1
"(3.86, 4.026]","(-1.293, -0.886]",0
"(3.495, 3.61]","(1.082, 1.213]",0
"(2.53, 2.648]","(4.074, 15.948]",1
"(1.853, 2.018]","(2.194, 2.489]",1
"(1.173, 1.566]","(-0.383, -0.199]",1
"(-0.116, 1.173]","(-0.383, -0.199]",1
"(4.413, 4.808]","(0.326, 0.448]",1
"(2.648, 2.761]","(-0.886, -0.607]",0
"(4.026, 4.216]","(2.489, 3.073]",1
"(1.173, 1.566]","(0.943, 1.082]",1
"(2.648, 2.761]","(-0.383, -0.199]",0
"(2.314, 2.416]","(2.489, 3.073]",1
"(2.867, 2.962]","(-0.383, -0.199]",0
"(2.648, 2.761]","(1.51, 1.711]",1
"(4.216, 4.413]","(-0.383, -0.199]",0
"(4.216, 4.413]","(-0.383, -0.199]",0
"(1.853, 2.018]","(1.51, 1.711]",1
"(2.962, 3.072]","(2.489, 3.073]",1
"(3.61, 3.728]","(0.679, 0.796]",0
"(3.495, 3.61]","(4.074, 15.948]",1
"(4.808, 6.813]","(1.936, 2.194]",0
"(4.026, 4.216]","(-0.199, -0.0577]",0
"(3.28, 3.384]","(1.341, 1.51]",1
"(2.962, 3.072]","(1.213, 1.341]",0
"(1.853, 2.018]","(1.51, 1.711]",1
"(2.185, 2.314]","(0.679, 0.796]",0
"(3.495, 3.61]","(1.082, 1.213]",0
"(3.072, 3.177]","(0.448, 0.567]",0
"(4.216, 4.413]","(-3.459, -1.293]",0
"(2.962, 3.072]","(0.326, 0.448]",1
"(3.495, 3.61]","(-0.199, -0.0577]",0
"(3.86, 4.026]","(1.213, 1.341]",0
"(2.761, 2.867]","(-0.0577, 0.101]",0
"(1.853, 2.018]","(0.205, 0.326]",0
"(3.28, 3.384]","(0.205, 0.326]",0
"(3.495, 3.61]","(1.936, 2.194]",0
"(3.728, 3.86]","(1.213, 1.341]",0
"(3.728, 3.86]","(0.567, 0.679]",0
"(2.416, 2.53]","(-0.607, -0.383]",1
"(1.853, 2.018]","(1.51, 1.711]",1
"(2.018, 2.185]","(0.679, 0.796]",0
"(1.853, 2.018]","(0.796, 0.943]",1
"(1.566, 1.853]","(0.448, 0.567]",0
"(2.867, 2.962]","(2.194, 2.489]",1
"(2.648, 2.761]","(4.074, 15.948]",1
"(1.853, 2.018]","(0.326, 0.448]",1
"(4.216, 4.413]","(2.489, 3.073]",0
"(3.495, 3.61]","(2.194, 2.489]",0
"(3.86, 4.026]","(2.489, 3.073]",0
"(1.173, 1.566]","(-1.293, -0.886]",1
"(4.216, 4.413]","(2.194, 2.489]",0
"(2.648, 2.761]","(-0.886, -0.607]",0
"(3.728, 3.86]","(0.101, 0.205]",0
"(3.728, 3.86]","(1.936, 2.194]",0
"(2.185, 2.314]","(-1.293, -0.886]",0
"(3.495, 3.61]","(0.101, 0.205]",1
"(4.026, 4.216]","(0.205, 0.326]",0
"(3.28, 3.384]","(1.082, 1.213]",1
"(2.185, 2.314]","(0.943, 1.082]",1
"(2.648, 2.761]","(-0.383, -0.199]",1
"(4.026, 4.216]","(-3.459, -1.293]",0
"(3.072, 3.177]","(4.074, 15.948]",1
"(3.61, 3.728]","(-0.0577, 0.101]",0
"(4.216, 4.413]","(-0.383, -0.199]",0
"(2.648, 2.761]","(-0.383, -0.199]",0
"(2.314, 2.416]","(0.567, 0.679]",1
"(2.648, 2.761]","(4.074, 15.948]",1
"(2.761, 2.867]","(-0.199, -0.0577]",0
"(2.018, 2.185]","(0.448, 0.567]",1
"(4.808, 6.813]","(-0.886, -0.607]",0
"(4.413, 4.808]","(1.711, 1.936]",0
"(4.026, 4.216]","(1.341, 1.51]",0
"(3.384, 3.495]","(-0.0577, 0.101]",0
"(3.28, 3.384]","(-0.383, -0.199]",0
"(4.216, 4.413]","(-0.0577, 0.101]",0
"(-0.116, 1.173]","(2.194, 2.489]",1
"(2.761, 2.867]","(0.326, 0.448]",0
"(3.177, 3.28]","(0.567, 0.679]",1
"(1.566, 1.853]","(-1.293, -0.886]",0
"(2.867, 2.962]","(4.074, 15.948]",1
"(2.867, 2.962]","(-1.293, -0.886]",0
"(3.28, 3.384]","(1.711, 1.936]",1
"(3.61, 3.728]","(-0.383, -0.199]",0
"(2.018, 2.185]","(3.073, 4.074]",1
"(-0.116, 1.173]","(1.51, 1.711]",1
"(2.867, 2.962]","(2.489, 3.073]",1
"(1.173, 1.566]","(-0.0577, 0.101]",1
"(2.761, 2.867]","(0.679, 0.796]",0
"(2.962, 3.072]","(0.205, 0.326]",0
"(2.185, 2.314]","(2.194, 2.489]",1
"(2.867, 2.962]","(1.51, 1.711]",1
"(2.314, 2.416]","(-0.607, -0.383]",0
"(2.314, 2.416]","(4.074, 15.948]",1
"(1.566, 1.853]","(1.936, 2.194]",1
"(4.808, 6.813]","(1.213, 1.341]",0
"(2.53, 2.648]","(0.567, 0.679]",0
"(1.566, 1.853]","(0.205, 0.326]",0
"(1.853, 2.018]","(0.567, 0.679]",1
"(3.86, 4.026]","(1.711, 1.936]",0
"(2.867, 2.962]","(0.679, 0.796]",1
"(2.761, 2.867]","(-0.0577, 0.101]",1
"(3.28, 3.384]","(1.213, 1.341]",1
"(1.853, 2.018]","(2.489, 3.073]",1
"(2.648, 2.761]","(1.213, 1.341]",1
"(3.072, 3.177]","(2.194, 2.489]",0
"(3.495, 3.61]","(1.936, 2.194]",1
"(1.173, 1.566]","(-0.383, -0.199]",1
"(4.026, 4.216]","(-0.0577, 0.101]",0
"(2.416, 2.53]","(1.213, 1.341]",0
"(1.566, 1.853]","(1.711, 1.936]",1
"(3.177, 3.28]","(0.205, 0.326]",0
"(-0.116, 1.173]","(1.51, 1.711]",1
"(2.648, 2.761]","(-0.383, -0.199]",1
"(1.173, 1.566]","(0.943, 1.082]",1
"(3.728, 3.86]","(-0.199, -0.0577]",0
"(2.962, 3.072]","(4.074, 15.948]",1
"(3.28, 3.384]","(2.489, 3.073]",1
"(-0.116, 1.173]","(0.101, 0.205]",1
"(1.566, 1.853]","(2.194, 2.489]",1
"(3.384, 3.495]","(2.489, 3.073]",0
"(3.384, 3.495]","(4.074, 15.948]",1
"(2.416, 2.53]","(-0.199, -0.0577]",1
"(2.185, 2.314]","(0.567, 0.679]",1
"(4.413, 4.808]","(0.796, 0.943]",0
"(2.648, 2.761]","(1.341, 1.51]",1
"(3.384, 3.495]","(-3.459, -1.293]",1
"(2.018, 2.185]","(-0.383, -0.199]",1
"(2.53, 2.648]","(0.943, 1.082]",1
"(2.648, 2.761]","(0.679, 0.796]",0
"(2.314, 2.416]","(-0.199, -0.0577]",1
"(1.853, 2.018]","(0.205, 0.326]",0
"(3.86, 4.026]","(0.326, 0.448]",0
"(2.761, 2.867]","(0.101, 0.205]",0
"(4.216, 4.413]","(-0.607, -0.383]",0
"(1.853, 2.018]","(1.51, 1.711]",1
"(3.61, 3.728]","(-0.886, -0.607]",0
"(3.86, 4.026]","(1.51, 1.711]",0
"(2.867, 2.962]","(1.341, 1.51]",0
"(2.314, 2.416]","(1.341, 1.51]",1
"(1.566, 1.853]","(1.711, 1.936]",0
"(3.177, 3.28]","(3.073, 4.074]",1
"(2.416, 2.53]","(0.679, 0.796]",1
"(-0.116, 1.173]","(-0.0577, 0.101]",1
"(2.185, 2.314]","(-0.886, -0.607]",1
"(3.177, 3.28]","(0.205, 0.326]",0
"(1.566, 1.853]","(0.796, 0.943]",1
"(2.962, 3.072]","(-0.886, -0.607]",0
"(3.495, 3.61]","(0.679, 0.796]",1
"(1.566, 1.853]","(0.567, 0.679]",1
"(3.384, 3.495]","(-0.886, -0.607]",0
"(3.61, 3.728]","(1.711, 1.936]",1
"(2.761, 2.867]","(1.51, 1.711]",0
"(3.28, 3.384]","(-1.293, -0.886]",0
"(2.416, 2.53]","(2.489, 3.073]",1
"(4.216, 4.413]","(-0.886, -0.607]",0
"(4.216, 4.413]","(1.711, 1.936]",0
"(3.728, 3.86]","(0.326, 0.448]",0
"(2.761, 2.867]","(1.936, 2.194]",0
"(2.648, 2.761]","(0.567, 0.679]",1
"(-0.116, 1.173]","(0.101, 0.205]",1
"(4.413, 4.808]","(1.082, 1.213]",0
"(3.177, 3.28]","(0.943, 1.082]",0
"(2.416, 2.53]","(2.194, 2.489]",0
"(3.28, 3.384]","(0.205, 0.326]",1
"(2.761, 2.867]","(3.073, 4.074]",1
"(3.728, 3.86]","(1.213, 1.341]",0
"(2.962, 3.072]","(3.073, 4.074]",0
"(2.53, 2.648]","(1.51, 1.711]",1
"(2.314, 2.416]","(2.194, 2.489]",0
"(4.808, 6.813]","(1.936, 2.194]",0
"(4.026, 4.216]","(1.341, 1.51]",0
"(2.867, 2.962]","(-0.886, -0.607]",0
"(3.384, 3.495]","(2.489, 3.073]",1
"(3.61, 3.728]","(1.711, 1.936]",0
"(2.53, 2.648]","(1.711, 1.936]",1
"(3.86, 4.026]","(0.326, 0.448]",0
"(3.86, 4.026]","(1.213, 1.341]",0
"(4.808, 6.813]","(-0.607, -0.383]",0
"(3.28, 3.384]","(-3.459, -1.293]",0
"(2.761, 2.867]","(3.073, 4.074]",1
"(1.566, 1.853]","(-0.199, -0.0577]",1
"(2.018, 2.185]","(0.943, 1.082]",0
"(2.185, 2.314]","(0.943, 1.082]",1
"(-0.116, 1.173]","(0.796, 0.943]",1
"(3.728, 3.86]","(0.679, 0.796]",0
"(3.495, 3.61]","(1.936, 2.194]",1
"(1.173, 1.566]","(-0.607, -0.383]",1
"(-0.116, 1.173]","(-0.607, -0.383]",1
"(3.28, 3.384]","(0.448, 0.567]",0
"(3.61, 3.728]","(0.796, 0.943]",1
"(2.761, 2.867]","(3.073, 4.074]",1
"(2.761, 2.867]","(-0.886, -0.607]",1
"(2.185, 2.314]","(1.341, 1.51]",0
"(2.185, 2.314]","(1.51, 1.711]",1
"(2.962, 3.072]","(-0.199, -0.0577]",0
"(2.867, 2.962]","(-0.886, -0.607]",0
"(2.314, 2.416]","(0.679, 0.796]",1
"(2.648, 2.761]","(-0.886, -0.607]",1
"(1.566, 1.853]","(0.943, 1.082]",0
"(2.867, 2.962]","(1.936, 2.194]",0
"(2.314, 2.416]","(0.101, 0.205]",0
"(2.648, 2.761]","(-0.199, -0.0577]",0
"(2.314, 2.416]","(1.341, 1.51]",1
"(3.728, 3.86]","(0.448, 0.567]",0
"(4.026, 4.216]","(1.341, 1.51]",0
"(2.761, 2.867]","(1.51, 1.711]",0
"(2.867, 2.962]","(2.194, 2.489]",0
"(2.761, 2.867]","(1.082, 1.213]",1
"(4.026, 4.216]","(0.796, 0.943]",0
"(3.495, 3.61]","(-0.0577, 0.101]",0
"(3.86, 4.026]","(-0.607, -0.383]",0
"(4.216, 4.413]","(0.679, 0.796]",0
"(4.216, 4.413]","(0.943, 1.082]",0
"(1.853, 2.018]","(1.082, 1.213]",1
"(3.728, 3.86]","(-0.607, -0.383]",0
"(3.728, 3.86]","(2.194, 2.489]",1
"(3.495, 3.61]","(0.448, 0.567]",1
"(2.018, 2.185]","(-1.293, -0.886]",1
"(-0.116, 1.173]","(0.796, 0.943]",1
"(4.413, 4.808]","(0.796, 0.943]",0
"(2.314, 2.416]","(0.679, 0.796]",1
"(3.072, 3.177]","(-0.383, -0.199]",0
"(1.566, 1.853]","(1.936, 2.194]",0
"(4.413, 4.808]","(0.326, 0.448]",0
"(1.566, 1.853]","(1.213, 1.341]",1
"(2.314, 2.416]","(1.936, 2.194]",1
"(1.173, 1.566]","(-0.383, -0.199]",1
"(3.728, 3.86]","(1.51, 1.711]",0
"(2.53, 2.648]","(0.679, 0.796]",1
"(2.962, 3.072]","(-3.459, -1.293]",0
"(2.867, 2.962]","(-0.886, -0.607]",1
"(3.495, 3.61]","(0.679, 0.796]",0
"(1.853, 2.018]","(0.567, 0.679]",0
"(-0.116, 1.173]","(-0.199, -0.0577]",1
"(1.173, 1.566]","(4.074, 15.948]",1
"(4.413, 4.808]","(0.796, 0.943]",0
"(3.28, 3.384]","(2.489, 3.073]",1
"(3.61, 3.728]","(-0.0577, 0.101]",0
"(3.86, 4.026]","(2.489, 3.073]",1
"(4.808, 6.813]","(2.194, 2.489]",0
"(1.853, 2.018]","(0.101, 0.205]",0
"(3.86, 4.026]","(1.51, 1.711]",0
"(3.28, 3.384]","(0.205, 0.326]",0
"(1.173, 1.566]","(0.796, 0.943]",1
"(-0.116, 1.173]","(1.082, 1.213]",1
"(4.808, 6.813]","(1.082, 1.213]",0
"(2.53, 2.648]","(4.074, 15.948]",1
"(2.648, 2.761]","(4.074, 15.948]",1
"(2.962, 3.072]","(0.796, 0.943]",1
"(2.867, 2.962]","(1.51, 1.711]",1
"(2.416, 2.53]","(0.943, 1.082]",1
"(3.384, 3.495]","(0.943, 1.082]",0
"(3.28, 3.384]","(0.448, 0.567]",1
"(1.853, 2.018]","(1.51, 1.711]",1
"(1.173, 1.566]","(2.194, 2.489]",1
"(2.867, 2.962]","(0.567, 0.679]",0
"(3.28, 3.384]","(0.326, 0.448]",1
"(2.962, 3.072]","(0.567, 0.679]",0
"(-0.116, 1.173]","(1.082, 1.213]",1
"(3.61, 3.728]","(-0.886, -0.607]",0
"(4.413, 4.808]","(0.326, 0.448]",0
"(4.216, 4.413]","(1.51, 1.711]",0
"(2.314, 2.416]","(1.711, 1.936]",1
"(3.495, 3.61]","(0.448, 0.567]",0
"(1.853, 2.018]","(1.51, 1.711]",1
"(3.61, 3.728]","(0.101, 0.205]",1
"(4.216, 4.413]","(-0.886, -0.607]",0
"(3.072, 3.177]","(0.101, 0.205]",1
"(3.072, 3.177]","(4.074, 15.948]",1
"(3.495, 3.61]","(-0.0577, 0.101]",0
"(3.495, 3.61]","(0.448, 0.567]",1
"(3.86, 4.026]","(-0.607, -0.383]",1
"(4.026, 4.216]","(1.936, 2.194]",1
"(2.761, 2.867]","(1.082, 1.213]",1
"(2.648, 2.761]","(0.101, 0.205]",1
"(3.177, 3.28]","(0.448, 0.567]",1
"(4.216, 4.413]","(-0.607, -0.383]",1
"(1.853, 2.018]","(-0.886, -0.607]",0
"(3.384, 3.495]","(0.567, 0.679]",0
"(2.53, 2.648]","(-3.459, -1.293]",0
"(4.216, 4.413]","(0.205, 0.326]",0
"(1.566, 1.853]","(1.082, 1.213]",1
"(4.808, 6.813]","(0.679, 0.796]",0
"(4.808, 6.813]","(-0.607, -0.383]",0
"(2.185, 2.314]","(2.489, 3.073]",1
"(1.853, 2.018]","(0.567, 0.679]",1
"(4.216, 4.413]","(-0.0577, 0.101]",1
"(1.853, 2.018]","(0.448, 0.567]",0
"(2.53, 2.648]","(-0.0577, 0.101]",0
"(2.185, 2.314]","(1.213, 1.341]",0
"(2.018, 2.185]","(-3.459, -1.293]",0
"(-0.116, 1.173]","(1.936, 2.194]",1
"(3.177, 3.28]","(1.936, 2.194]",1
"(3.86, 4.026]","(1.341, 1.51]",0
"(4.216, 4.413]","(-0.607, -0.383]",0
"(2.867, 2.962]","(-0.0577, 0.101]",0
"(4.216, 4.413]","(-0.0577, 0.101]",0
"(2.314, 2.416]","(0.326, 0.448]",1
"(2.648, 2.761]","(0.205, 0.326]",0
"(1.173, 1.566]","(-0.607, -0.383]",1
"(3.495, 3.61]","(2.489, 3.073]",1
"(3.072, 3.177]","(1.711, 1.936]",1
"(1.853, 2.018]","(-0.607, -0.383]",1
"(2.867, 2.962]","(1.213, 1.341]",0
"(2.867, 2.962]","(0.205, 0.326]",0
"(2.867, 2.962]","(1.082, 1.213]",0
"(3.384, 3.495]","(3.073, 4.074]",1
"(2.185, 2.314]","(1.936, 2.194]",1
"(2.416, 2.53]","(0.326, 0.448]",0
"(2.416, 2.53]","(1.51, 1.711]",1
"(3.61, 3.728]","(4.074, 15.948]",1
"(3.28, 3.384]","(1.51, 1.711]",1
"(2.867, 2.962]","(1.711, 1.936]",1
"(2.416, 2.53]","(0.943, 1.082]",0
"(1.173, 1.566]","(2.489, 3.073]",1
"(2.185, 2.314]","(3.073, 4.074]",1
"(4.413, 4.808]","(1.51, 1.711]",0
"(2.416, 2.53]","(-3.459, -1.293]",0
"(3.61, 3.728]","(4.074, 15.948]",1
"(3.384, 3.495]","(3.073, 4.074]",1
"(3.61, 3.728]","(-0.886, -0.607]",0
